Name,Search Keyword,Resource Path,Groups,Prerequisites
c#,c#,programming/c#.html,[programming][microsoft],
f#,f#,programming/f#.html,[programming][microsoft],
powershell,powershell,programming/powershell.html,[programming][microsoft],
visual basic,visual basic,programming/visual basic.html,[programming][microsoft],
visual basic .net,visual basic .net,programming/visual basic .net.html,[programming][microsoft],
vba,vba,programming/vba.html,[programming][microsoft],
asp.mvc,asp.mvc,web/asp.mvc.html,[framework][microsoft],
asp.net,asp.net,web/asp.net.html,[fullstack][framework][frontend][microsoft][web],
asp.net core,asp.net core,web/asp.net core.html,[fullstack][framework][backend][frontend][microsoft][web],[c#]
.net,.net,web/.net.html,[fullstack][framework][frontend][microsoft][web],
.net core,.net core,web/.net core.html,[fullstack][framework][frontend][microsoft][web],
wpf,wpf,graphical user interface/wpf.html,[graphical user interface][microsoft],
linq,linq,web/linq.html,[framework][microsoft],
directx,directx,game/directx.html,[game][framework][microsoft],
microsoft game developer kit,microsoft game developer kit,game/microsoft game developer kit.html,[game][framework][microsoft],
microsoft quantum,microsoft quantum,quantum/microsoft quantum.html,[microsoft][quantum],
microsoft systems center,microsoft systems center,microsoft/microsoft systems center.html,[network][network montioring][microsoft],
cosmodb,azure cosmodb,microsoft/cosmodb.html,[azure][non-relational][cloud][database][microsoft],
azure sql database,azure sql database,microsoft/azure sql database.html,[azure][cloud][relational][database][microsoft],
azure blobs,azure blobs,microsoft/azure blobs.html,[azure][microsoft][cloud][storage],
azure file,azure file,microsoft/azure file.html,[azure][microsoft][cloud],
azure elastic san,azure elastic san,microsoft/azure elastic san.html,[azure][microsoft][cloud],
azure tables,azure tables,microsoft/azure tables.html,[azure][microsoft][cloud],
azure queues,azure queues,microsoft/azure queues.html,[azure][microsoft][cloud],
azure managed disks,azure managed disks,microsoft/azure managed disks.html,[azure][microsoft][cloud],
azure container storage,azure container storage,microsoft/azure container storage.html,[azure][microsoft][cloud],
azure container,azure container,microsoft/azure container.html,[azure][microsoft][cloud][container],
azure data lake,azure data lake,microsoft/azure data lake.html,[azure][microsoft][cloud],
service bus,azure service bus,microsoft/service bus.html,[message queue][microsoft][cloud][azure],
hdinsight,azure hdinsight,microsoft/hdinsight.html,[message queue][microsoft][cloud][azure],
azure synapse analytics,azure synapse analytics,microsoft/azure synapse analytics.html,[big data][azure][cloud][microsoft][data warehouse],
azure ai,azure ai,microsoft/azure ai.html,[azure][microsoft][cloud][artificial intelligence],
azure pipelines,azure pipelines,microsoft/azure pipelines.html,[azure][microsoft][cloud][continuous integration and continuous deployment],
arm,azure arm,microsoft/arm.html,[azure][microsoft][cloud],
azure virtual machines,azure virtual machines,microsoft/azure virtual machines.html,[azure][microsoft][cloud][virtual machine],
azure montior,azure montior,microsoft/azure montior.html,[reliability][performance monitoring][azure][cloud][microsoft],
azure migration,azure migration,microsoft/azure migration.html,[reliability][azure][cloud][microsoft][migration],
android,android,google/android.html,[google][operating systems][mobile],
go,go programming,programming/go.html,[google][programming],
android studio,android studio,mobile/android studio.html,[google][android][mobile],
android sdk,android sdk,mobile/android sdk.html,[google][android][mobile],
google docs,google docs,google/google docs.html,[google],
google sheets,google sheets,google/google sheets.html,[google],
google slides,google slides,google/google slides.html,[google],
google analytics,google analytics,google/google analytics.html,[google][web],
cloud sql,google cloud sql,google/cloud sql.html,[cloud][relational][google][database][google cloud],
alloydb,google alloydb,google/alloydb.html,[cloud][relational][google][database][google cloud],
spanner,google spanner,google/spanner.html,[cloud][relational][google][database][google cloud],
bigtable,google bigtable,google/bigtable.html,[big data][cloud][google][database][google cloud],
firestore,google firestore,google/firestore.html,[document database][cloud][google][database][google cloud],
firebase realtime database,google firebase realtime database,google/firebase realtime database.html,[document database][cloud][google][database][google cloud],
memorystore,google memorystore,google/memorystore.html,[in memory database][cloud][google][database][google cloud],
mongodb atlas,google mongodb atlas,google/mongodb atlas.html,[non-relational][cloud][google][database][google cloud],
bigquery,google bigquery,google/bigquery.html,[big data][cloud][google][google cloud][data warehouse],
dataproc,google dataproc,google/dataproc.html,[google][cloud][google cloud],
google cloud storage,google cloud storage,google/google cloud storage.html,[google][cloud][google cloud][storage],
vertex ai,vertex ai,google/vertex ai.html,[google][artificial intelligence][cloud][google cloud],
cloud tasks,google cloud tasks,google/cloud tasks.html,[google][cloud][google cloud][message queue],
pub sub,google pub sub,google/pub sub.html,[google][cloud][google cloud][message queue],
google kubernetes engine,google kubernetes engine,google/google kubernetes engine.html,[google][cloud][google cloud][container],
google cloud monitoring,google cloud monitoring,google/google cloud monitoring.html,[google][performance monitoring][cloud][google cloud],
cloud build,google cloud build,google/cloud build.html,[google][cloud][google cloud][continuous integration and continuous deployment],
google compute engine,google compute engine,google/google compute engine.html,[google][cloud][google cloud][virtual machine],
s3,amazon s3,amazon/s3.html,[cloud][storage][amazon web services],
fsx,amazon fsx,amazon/fsx.html,[cloud][amazon web services],
ebs,amazon ebs,amazon/ebs.html,[oracle][cloud][storage][amazon web services],
amazon file cache,amazon file cache,amazon/amazon file cache.html,[cloud][amazon web services],
drs,amazon drs,amazon/drs.html,[cloud][amazon web services],
neptune,amazon neptune,amazon/neptune.html,[database][cloud][graph database][amazon web services],
rds,amazon rds,amazon/rds.html,[database][cloud][relational][amazon web services],
aurora,amazon aurora,amazon/aurora.html,[database][cloud][relational][amazon web services],
dynamodb,amazon dynamodb,amazon/dynamodb.html,[database][non-relational][cloud][amazon web services],
redshift,amazon redshift,amazon/redshift.html,[cloud][data warehouse][amazon web services],
elasticache,amazon elasticache,amazon/elasticache.html,[cloud][data store][amazon web services],
memorydb,amazon memorydb,amazon/memorydb.html,[in memory database][database][cloud][amazon web services],
documentdb,amazon documentdb,amazon/documentdb.html,[document databaset][database][cloud][amazon web services],
timestream,amazon timestream,amazon/timestream.html,[time series][database][cloud][amazon web services],
athena,amazon athena,amazon/athena.html,[big data][cloud][amazon web services],
emr,amazon emr,amazon/emr.html,[big data][cloud][amazon web services],
sns,amazon sns,amazon/sns.html,[message queue][big data][cloud][amazon web services],
amazon lake formation,amazon lake formation,amazon/amazon lake formation.html,[cloud][amazon web services],
sagemaker,amazon sagemaker,amazon/sagemaker.html,[cloud][artificial intelligence][amazon web services],
ecs,amazon ecs,amazon/ecs.html,[amazon web services][cloud][container],
fargate,amazon fargate,amazon/fargate.html,[amazon web services][cloud][container],
amazon lambda,amazon lambda,amazon/amazon lambda.html,[cloud][amazon web services],
amazon vpc,amazon vpc,amazon/amazon vpc.html,[cloud][amazon web services],
cloudwatch,amazon cloudwatch,amazon/cloudwatch.html,[performance monitoring][cloud][amazon web services],
sqs,amazon sqs,amazon/sqs.html,[message queue][cloud][amazon web services],
amazon codepipeline,amazon codepipeline,amazon/amazon codepipeline.html,[cloud][continuous integration and continuous deployment][amazon web services],
ec2,amazon ec2,amazon/ec2.html,[virtual machine][cloud][amazon web services],
mac,mac technology,apple/mac.html,[apple][operating systems],
ios,ios technology,apple/ios.html,[apple][operating systems][mobile],
swift,swift programming,programming/swift.html,[programming][apple],
swiftui,swiftui graphical user interface,graphical user interface/swiftui.html,[graphical user interface][apple],
ios sdk,ios sdk,apple/ios sdk.html,[ios][framework][apple][mobile],
xcode,xcode,apple/xcode.html,[framework][apple],
oracle sql,oracle sql,oracle/oracle sql.html,[database][oracle],
pl sql,pl sql programming,programming/pl sql.html,[programming][database][oracle],
adf,oracle adf framework,oracle/adf.html,[oracle],
oracle cloud,oracle cloud,oracle/oracle cloud.html,[oracle][cloud],
oracle virtual box,oracle virtual box,oracle/oracle virtual box.html,[oracle][cloud][virtual machine],
oracle c,oracle c,oracle/oracle c.html,[oracle],
oracle monitoring,oracle monitoring,oracle/oracle monitoring.html,[reliability][performance monitoring][oracle][cloud],
soa,oracle soa,oracle/soa.html,[oracle][cloud],
epm,oracle epm,oracle/epm.html,[oracle][cloud],
oracle linux,oracle linux,oracle/oracle linux.html,[oracle][cloud],
oracle net,oracle net,oracle/oracle net.html,[oracle][cloud],
solaris,oracle solaris,oracle/solaris.html,[oracle][operating systems],
db2,ibm db2,ibm/db2.html,[database][ibm],
netezza,ibm netezza,ibm/netezza.html,[database][data warehouse][ibm],
ibm server,ibm server,ibm/ibm server.html,[ibm],
ibm mq,ibm mq,ibm/ibm mq.html,[message queue][ibm],
ibm aix,ibm aix,ibm/ibm aix.html,[performance monitoring][ibm],
ibm watson,ibm watson framework,ibm/ibm watson.html,[artificial intelligence][ibm],
qiskit,qiskit,ibm/qiskit.html,[quantum][ibm],
z-os,z-os,ibm/z-os.html,[os][ibm],
informix,informix,ibm/informix.html,[reliability][migration][ibm],
jcl,jcl programming,ibm/jcl.html,[programming][ibm],
vsphere,vmware vsphere,vmware/vsphere.html,[vmware][cloud],
vcenter,vmware vcenter,vmware/vcenter.html,[vmware][cloud],
esxi,vmware esxi,vmware/esxi.html,[vmware][cloud],
vcloud,vmware vcloud,vmware/vcloud.html,[vmware][cloud],
sdn,vmware sdn,vmware/sdn.html,[vmware][cloud],
vmware certified professional,vmware certified professional,vmware/vmware certified professional.html,[vmware],
hana,hana database,sap/hana.html,[database][sap],
sap bi,sap bi,sap/sap bi.html,[visualization][sap],
sap bw,sap bw,sap/sap bw.html,[sap][data warehouse],
sap basis,sap basis,sap/sap basis.html,[sap],
sap abap,sap abap,sap/sap abap.html,[programming][sap],
accumulo,apache accumulo,apache/accumulo.html,[apache],
activemq,apache activemq,message queue/activemq.html,[message queue][apache],
airavata,apache airavata,distributed/airavata.html,[distributed][apache],
airflow,apache airflow,apache/airflow.html,[apache],
allura,apache allura,git/allura.html,[git][apache],
ambari,apache ambari,apache/ambari.html,[apache],
ant,apache ant,apache/ant.html,[apache],
ivy,apache ivy,apache/ivy.html,[apache],
apisix,apache apisix,microservices/apisix.html,[apache][microservices],
aries,apache aries,apache/aries.html,[apache],
arrow,apache arrow,apache/arrow.html,[apache],
avro,apache avro,apache/avro.html,[apache],
axis,apache axis,web/axis.html,[web][apache],
rampart,apache rampart,web/rampart.html,[web][apache],
beam,apache beam,big data/beam.html,[big data][apache],
bloodhound,apache bloodhound,apache/bloodhound.html,[git][apache],
brooklyn,apache brooklyn,apache/brooklyn.html,[apache],
calcite,apache calcite,apache/calcite.html,[apache],
camel,apache camel,apache/camel.html,[apache],
carbondata,apache carbondata,big data/carbondata.html,[big data][apache],
cassandra,apache cassandra,database/cassandra.html,[distributed][non-relational][apache][database],
cayenne,apache cayenne,apache/cayenne.html,[apache],
celix,apache celix,apache/celix.html,[apache],
cloudstack,apache cloudstack,apache/cloudstack.html,[apache],
cacoon,apache cacoon,apache/cacoon.html,[apache],
commons,apache commons,apache/commons.html,[apache],
bcel,apache bcel,apache/bcel.html,[apache],
logging,apache logging,apache/logging.html,[apache],
ognl,apache ognl,apache/ognl.html,[apache],
cordova,apache cordova,mobile/cordova.html,[framework][apache],
couchdb,apache couchdb,database/couchdb.html,[database][document database][non-relational][apache],
cxf,apache cxf,web/cxf.html,[web][apache],
derby,apache derby,apache/derby.html,[apache],
jdo,apache jdo,apache/jdo.html,[apache],
ldap,apache ldap,apache/ldap.html,[apache],
fortress,apache fortress,apache/fortress.html,[apache],
scimple,apache scimple,apache/scimple.html,[apache],
drill,apache drill,apache/drill.html,[apache],
druid,apache druid,apache/druid.html,[apache],
empire-db,apache empire-db,apache/empire-db.html,[apache],
felix,apache felix,apache/felix.html,[apache],
flex,apache flex,apache/flex.html,[apache],
flink,apache flink,apache/flink.html,[distributed][apache],
flume,apache flume,apache/flume.html,[apache],
fluo,apache fluo,apache/fluo.html,[apache],
freemarker,apache freemarker,apache/freemarker.html,[apache],
geronimmo,apache geronimmo,apache/geronimmo.html,[apache],
groovy,apache groovy,programming/groovy.html,[programming][apache],
gump,apache gump,continuous integration/gump.html,[apache],
hadoop,apache hadoop,distributed/hadoop.html,[distributed][apache],
hbase,apache hbase,big data/hbase.html,[big data][database][apache],
helix,apache helix,distributed/helix.html,[distributed][apache],
hive,apache hive,apache/hive.html,[data warehouse][apache],
http server,apache http server,web/http server.html,[web][apache],
iceberg,apache iceberg,big data/iceberg.html,[big data][apache],
ignite,apache ignite,distributed/ignite.html,[distributed][apache],
impala,apache impala,distributed/impala.html,[distributed][apache],
iotdb,apache iotdb,database/iotdb.html,[time series][database][apache],
jackrabbit,apache jackrabbit,apache/jackrabbit.html,[apache],
james,apache james,apache/james.html,[apache],
jmeter,apache jmeter,testing/jmeter.html,[testing][apache],
kafka,apache kafka,message queue/kafka.html,[message queue][apache],
kudu,apache kudu,distributed/kudu.html,[distributed][apache],
kylin,apache kylin,distributed/kylin.html,[distributed][apache],
log4j,apache log4j,apache/log4j.html,[apache],
log4net,apache log4net,apache/log4net.html,[apache],
lucene core,apache lucene core,apache/lucene core.html,[apache],
solr,apache solr,apache/solr.html,[apache],
mahout,apache mahout,artificial intelligence/mahout.html,[machine learning][apache][artificial intelligence],
maven,apache maven,apache/maven.html,[apache],
doxia,apache doxia,apache/doxia.html,[apache],
messos,apache messos,apache/messos.html,[container][apache],
ftp server,apache ftp server,network/ftp server.html,[network][apache],
mina,apache mina,network/mina.html,[network][apache],
myface,apache myface,web/myface.html,[web][apache],
mynewt,apache mynewt,network/mynewt.html,[network][apache],
netbeans,apache netbeans,ide/netbeans.html,[ide][apache],
nifi,apache nifi,distributed/nifi.html,[distributed][apache],
nutch,apache nutch,apache/nutch.html,[web crawler][apache],
nuttx,apache nuttx,apache/nuttx.html,[os][apache],
ofbix,apache ofbix,apache/ofbix.html,[apache],
oozie,apache oozie,apache/oozie.html,[apache],
openjpa,apache openjpa,apache/openjpa.html,[apache],
opennlp,apache opennlp,artificial intelligence/opennlp.html,[natural language processing][apache][artificial intelligence],
openoffice,apache openoffice,apache/openoffice.html,[apache],
orc,apache orc,big data/orc.html,[big data][apache],
parquet,apache parquet,apache/parquet.html,[apache],
pdfbox,apache pdfbox,apache/pdfbox.html,[apache],
mod perl,apache mod perl,apache/mod perl.html,[apache],
phoenix,apache phoenix,apache/phoenix.html,[fullstack][backend][web][apache],[elixir]
pig,apache pig,apache/pig.html,[apache],
pinot,apache pinot,apache/pinot.html,[apache],
pivot,apache pivot,apache/pivot.html,[apache],
poi,apache poi,apache/poi.html,[apache],
xmlbeans,apache xmlbeans,apache/xmlbeans.html,[apache],
pr,apache pr,apache/pr.html,[apache],
qpid,apache qpid,message queue/qpid.html,[message queue][apache],
rocketmq,apache rocketmq,message queue/rocketmq.html,[message queue][apache],
roller,apache roller,apache/roller.html,[apache],
royale,apache royale,apache/royale.html,[apache],
samza,apache samza,apache/samza.html,[distributed][apache],
shiro,apache shiro,security/shiro.html,[security][apache],
singa,apache singa,artificial intelligence/singa.html,[artificial intelligence][apache],
sling,apache sling,web/sling.html,[web][apache],
spamassassin,apache spamassassin,security/spamassassin.html,[security][apache],
spark,apache spark,distributed/spark.html,[distributed][apache],
storm,apache storm,distributed/storm.html,[distributed][apache],
struts,apache struts,apache/struts.html,[apache],
subversion,apache subversion,apache/subversion.html,[git][apache],
superset,apache superset,web/superset.html,[web][apache],
synapse,apache synapse,apache/synapse.html,[apache],
systemsds,apache systemsds,artificial intelligence/systemsds.html,[machine learning][apache][artificial intelligence],
tapestry,apache tapestry,web/tapestry.html,[web][apache],
tcl,apache tcl,apache/tcl.html,[apache],
tika,apache tika,apache/tika.html,[apache],
tinkerpop,apache tinkerpop,apache/tinkerpop.html,[apache],
tomcat,apache tomcat,network/tomcat.html,[network][apache],
tomee,apache tomee,network/tomee.html,[network][apache],
traffic server,apache traffic server,network/traffic server.html,[network][apache],
turbine,apache turbine,apache/turbine.html,[apache],
velocity,apache velocity,apache/velocity.html,[apache],
axiom,apache axiom,web/axiom.html,[web][apache],
wicket,apache wicket,apache/wicket.html,[apache],
xalan,apache xalan,apache/xalan.html,[apache],
xerces,apache xerces,apache/xerces.html,[apache],
batik,apache batik,apache/batik.html,[apache],
fop,apache fop,apache/fop.html,[apache],
yetus,apache yetus,apache/yetus.html,[apache],
zookeeper,apache zookeeper,distributed/zookeeper.html,[distributed][apache],
hdfs,apache hdfs,apache/hdfs.html,[apache],
ansible,ansible,red hat/ansible.html,[infrastructure code][red hat],
jboss,jboss,red hat/jboss.html,[reliability][performance monitoring][red hat],
mysql,mysql database,database/mysql.html,[database][relational],
postgresql,postgresql database,database/postgresql.html,[database][relational],
mongodb,mongodb database,database/mongodb.html,[database][document database][non-relational],
redis,redis database,database/redis.html,[in memory database][database][non-relational],
neo4j,neo4j database,database/neo4j.html,[database][non-relational][graph database],
sqlite,sqlite database,database/sqlite.html,[database],
mariadb,mariadb database,database/mariadb.html,[database],
elasticsearch,elasticsearch database,database/elasticsearch.html,[database],
couchbase,couchbase database,database/couchbase.html,[database],
orientdb,orientdb database,database/orientdb.html,[database][non-relational],
firebirdsql,firebirdsql database,database/firebirdsql.html,[database][relational],
influxdb,influxdb database,database/influxdb.html,[time series][database],
kdb,kdb database,database/kdb.html,[time series][database],
prometheus,prometheus database,database/prometheus.html,[time series][database],
chroma,chroma database,database/chroma.html,[vector database][database],
pinecone,pinecone database,database/pinecone.html,[vector database][database],
faiss,faiss database,database/faiss.html,[vector database][database],
tibero,tibero database,database/tibero.html,[database],
percona xtradb,percona xtradb database,database/percona xtradb.html,[database],
timescaledb,timescaledb database,database/timescaledb.html,[database],
scylladb,scylladb database,database/scylladb.html,[database],
foundationdb,foundationdb database,database/foundationdb.html,[database],
opentsdb,opentsdb database,database/opentsdb.html,[database],
yugabytedb,yugabytedb database,database/yugabytedb.html,[database],
docker,docker container,container/docker.html,[container],
lxc,lxc container,container/lxc.html,[container],
container linux,container linux,container/container linux.html,[container],
portainer,portainer container,container/portainer.html,[container],
kubernetes,kubernetes container,container/kubernetes.html,[container],
suse,suse cloud,cloud/suse.html,[cloud],
snowflake,snowflake,cloud/snowflake.html,[cloud][data warehouse],
databricks,databricks,cloud/databricks.html,[cloud][data warehouse],
citrix,citrix,cloud/citrix.html,[cloud],
salesforce,salesforce,cloud/salesforce.html,[cloud],
servicenow,servicenow,cloud/servicenow.html,[cloud],
akamai,akamai,cloud/akamai.html,[cloud],
teradata,teradata,cloud/teradata.html,[cloud],
qualys,qualys,security/qualys.html,[security][cloud],
heroku,heroku,cloud/heroku.html,[cloud],
alibaba cloud,alibaba cloud,cloud/alibaba cloud.html,[cloud],
cloudera,cloudera,cloud/cloudera.html,[cloud],
firebase,firebase,cloud/firebase.html,[cloud],
sensu,sensu,cloud/sensu.html,[cloud],
talend,talend,reliability/talend.html,[reliability][migration][etl],
sharegate,sharegate,reliability/sharegate.html,[reliability][migration],
carbonite,carbonite,reliability/carbonite.html,[reliability][migration][backup],
fivetran,fivetran,reliability/fivetran.html,[reliability][migration][etl],
cloudsfer,cloudsfer,reliability/cloudsfer.html,[reliability][migration],
appdynamics,appdynamics,reliability/appdynamics.html,[reliability][performance monitoring][migration],
informatica,informatica,reliability/informatica.html,[reliability][migration],
turbonomic,turbonomic,reliability/turbonomic.html,[reliability][migration],
dynatrace,dynatrace,reliability/dynatrace.html,[reliability][performance monitoring][network monitoring][network][migration],
appdna,appdna,reliability/appdna.html,[reliability][migration],
laplink,laplink,reliability/laplink.html,[reliability][migration],
datadog,datadog,reliability/datadog.html,[network][reliability][performance monitoring][network monitoring],
new relic,new relic,reliability/new relic.html,[reliability][performance monitoring],
manageengine,manageengine,reliability/manageengine.html,[network][reliability][performance monitoring][network monitoring],
solarwinds,solarwinds,security/solarwinds.html,[security montioring][reliability][performance monitoring][network monitoring][network],
elastic apm,elastic apm,reliability/elastic apm.html,[reliability][performance monitoring],
splunk,splunk,reliability/splunk.html,[reliability][performance monitoring],
instana,instana,reliability/instana.html,[reliability][performance monitoring],
raygun,raygunperformance monitoring,reliability/raygun.html,[reliability][performance monitoring],
signoz,signoz,reliability/signoz.html,[reliability][performance monitoring],
eg innovations,eg innovations,reliability/eg innovations.html,[reliability][performance monitoring],
nmap,nmap pen test,security/nmap.html,[security][penetration testing],
w3af,w3af pen test,security/w3af.html,[security][penetration testing],
tenable nessus,tenable nessus pen test,security/tenable nessus.html,[security][penetration testing],
onsecurity,onsecurity pen test,security/onsecurity.html,[security][penetration testing],
wireshark,wireshark pen test,security/wireshark.html,[security monitoring][security][network monitoring][network][penetration testing],
zap,zap pen test,security/zap.html,[security][penetration testing],
nikto,nikto pen test,security/nikto.html,[security][penetration testing],
cobalt,cobalt pen test,security/cobalt.html,[security][penetration testing],
rapid7,rapid7 pen test,security/rapid7.html,[security][penetration testing],
astra,astra pen test,security/astra.html,[security][penetration testing],
algosec,algosec,security/algosec.html,[security monitoring][security],
security onion,security onion,security/security onion.html,[security monitoring][security],
elk stack,elk stack,security/elk stack.html,[security monitoring][security],
cisco stealthwatch,cisco stealthwatch,security/cisco stealthwatch.html,[security monitoring][security],
snort,snort,security/snort.html,[security monitoring][security],
suricata,suricata,security/suricata.html,[security monitoring][security],
zeek,zeek,security/zeek.html,[security monitoring][security],
logz.io,logz.io,security/logz.io.html,[security monitoring][security],
nagios,nagios,network/nagios.html,[network][network monitoring],
prtg,prtg,network/prtg.html,[network][network monitoring],
zabbix,zabbix,network/zabbix.html,[network][network monitoring],
whatsup gold,whatsup gold,network/whatsup gold.html,[network][network monitoring],
auvik,auvik,network/auvik.html,[network][network monitoring],
icinga,icinga,network/icinga.html,[network][network monitoring],
ninjaone,ninjaone,network/ninjaone.html,[network][network monitoring],
cacti,cacti,network/cacti.html,[network][network monitoring],
spiceworks,spiceworks,network/spiceworks.html,[network][network monitoring],
checkmk,checkmk,network/checkmk.html,[network][network monitoring],
kentik,kentik,network/kentik.html,[network][network monitoring],
netcrunch,netcrunch,network/netcrunch.html,[network][network monitoring],
observium,observium,network/observium.html,[network][network monitoring],
whatgraph,whatgraph,visualization/whatgraph.html,[visualization],
grafana,grafana,visualization/grafana.html,[visualization],
kibana,kibana,visualization/kibana.html,[visualization],
tableau,tableau,visualization/tableau.html,[visualization],
infogram,infogram,visualization/infogram.html,[visualization],
sisense,sisense,visualization/sisense.html,[visualization],
looker,looker,visualization/looker.html,[visualization],
domo,domo,visualization/domo.html,[visualization],
chartblocks,chartblocks,visualization/chartblocks.html,[visualization],
fusioncharts,fusioncharts,visualization/fusioncharts.html,[visualization],
datawrapper,datawrapper,visualization/datawrapper.html,[visualization],
zoho analytics,zoho analytics,visualization/zoho analytics.html,[visualization],
qlik,qlik,visualization/qlik.html,[visualization],
qlikview,qlikview,visualization/qlikview.html,[visualization],
qliksense,qliksense,visualization/qliksense.html,[visualization],
idrive,idrive,reliability/idrive.html,[reliability][backup],
veeam,veeam,reliability/veeam.html,[reliability][backup],
acronis cyber protect,acronis cyber protect,reliability/acronis cyber protect.html,[reliability][backup],
backblaze,backblaze,reliability/backblaze.html,[reliability][backup],
easeus,easeus,reliability/easeus.html,[reliability][backup],
druva,druva,reliability/druva.html,[reliability][backup],
veritas,veritas,reliability/veritas.html,[reliability][backup],
nakivo,nakivo,reliability/nakivo.html,[reliability][backup],
rubrik,rubrik,reliability/rubrik.html,[reliability][backup],
r-drive image,r-drive image,reliability/r-drive image.html,[reliability][backup],
retrospect solo,retrospect solo,reliability/retrospect solo.html,[reliability][backup],
fbackup,fbackup,reliability/fbackup.html,[reliability][backup],
shadowprotect,shadowprotect,reliability/shadowprotect.html,[reliability][backup],
hevo data,hevo data,etl/hevo data.html,[etl],
stitch data,stitch data,etl/stitch data.html,[etl],
glassfish,glassfish application servers,network/glassfish.html,[network],
jetty,jetty application servers,network/jetty.html,[network],
wildfly,wildfly application servers,network/wildfly.html,[network],
mapreduce,mapreduce framework,distributed/mapreduce.html,[distributed],
heron,heron framework,distributed/heron.html,[distributed],
presto,presto framework,distributed/presto.html,[distributed],
centos,centos framework,distributed/centos.html,[distributed],
pyspark,pyspark,distributed/pyspark.html,[distributed][framework],[python][spark]
rabbitmq,rabbitmq,message queue/rabbitmq.html,[message queue],
ironmq,ironmq,message queue/ironmq.html,[message queue],
